parl_id,Party,State,Office,House,Cabinet,Level,Start,Finish,Ministry_ID,Ministry_Name
"""K3E""",NAT,VIC,Honorary Minister,Senate,Pre-56,Inner,1917-02-17,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KUL""",NAT,NSW,Minister for Repatriation,Senate,Pre-56,Inner,1917-09-28,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KUL""",NAT,NSW,Vice-President of the Executive Council,Senate,Pre-56,Inner,1917-02-17,1917-11-16,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""F4S""",NAT,NSW,Minister for the Navy,HR,Pre-56,Inner,1917-02-17,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KCO""",NAT,SA,Minister for Home and Territories,HR,Pre-56,Inner,1917-02-17,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KK9""",NAT,TAS,Minister for Trade and Customs,HR,Pre-56,Inner,1917-02-17,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KXK""",NAT,NSW,Postmaster-General,HR,Pre-56,Inner,1917-02-17,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KFJ""",NAT,WA,Treasurer,HR,Pre-56,Inner,1917-02-17,1918-01-08,M0013,"13. Hughes (Nationalist), 17 Feb 1917-8 Jan 1918"
"""KZC""",NAT,NSW,Assistant Minister for Repatriation,HR,Pre-56,Inner,1921-12-21,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KCO""",NAT,SA,Minister for Home and Territories,HR,Pre-56,Inner,1918-01-10,1920-02-03,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KXK""",NAT,NSW,Postmaster-General,HR,Pre-56,Inner,1918-01-10,1920-02-03,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KYD""",NAT,SA,Postmaster-General,HR,Pre-56,Inner,1921-12-21,1923-02-05,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""DQC""",NAT,VIC,Minister for External Affairs,HR,Pre-56,Inner,1921-12-21,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""DQC""",NAT,NSW,Attorney-General,HR,Pre-56,Inner,1918-01-10,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""DQC""",NAT,VIC,Prime Minister,HR,Pre-56,Inner,1918-01-10,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KNF""",NAT,NSW,Honorary Minister,HR,Pre-56,Inner,1918-03-27,1919-01-17,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KNF""",NAT,NSW,Minister for Defence,HR,Pre-56,Inner,1921-12-21,1923-02-05,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KNF""",NAT,NSW,Minister for Health,HR,Pre-56,Inner,1921-03-10,1923-02-05,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KNF""",NAT,NSW,Minister for Trade and Customs,HR,Pre-56,Inner,1919-01-17,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""K0F""",NAT,WA,Minister for Home and Territories,HR,Pre-56,Inner,1921-12-21,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""K0F""",NAT,WA,Minister for Defence,Senate,Pre-56,Inner,1918-01-10,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KFK""",NAT,QLD,Vice-President of the Executive Council,HR,Pre-56,Inner,1918-01-10,1918-03-27,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KFK""",NAT,QLD,Attorney-General,HR,Pre-56,Inner,1921-12-21,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KFK""",NAT,QLD,Minister for Works and Railways,HR,Pre-56,Inner,1918-03-27,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""F4B""",NAT,VIC,Treasurer,HR,Pre-56,Inner,1921-12-21,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KZT""",NAT,VIC,Minister for Trade and Customs,HR,Pre-56,Inner,1921-12-21,1923-02-05,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KZT""",NAT,VIC,Assistant Minister for Repatriation,HR,Pre-56,Inner,1920-07-28,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KXG""",NAT,VIC,Minister for Trade and Customs,HR,Pre-56,Inner,1918-12-13,1919-01-17,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KXG""",NAT,VIC,Minister for Works and Railways,HR,Pre-56,Inner,1918-01-10,1918-03-27,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KXG""",NAT,VIC,Treasurer,HR,Pre-56,Inner,1918-03-27,1920-06-15,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KFP""",NAT,SA,Minister for Works and Railways,HR,Pre-56,Inner,1921-12-21,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""L0I""",NAT,NSW,Assistant Minister for Defence,HR,Pre-56,Inner,1920-02-04,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""K3E""",NAT,VIC,Honorary Minister,Senate,Pre-56,Inner,1918-01-10,1919-01-17,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""K3E""",NAT,VIC,Vice-President of the Executive Council,Senate,Pre-56,Inner,1918-03-27,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KUL""",NAT,NSW,Minister for Repatriation,Senate,Pre-56,Inner,1918-01-10,1923-02-09,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""JYF""",NAT,TAS,Vice-President of the Executive Council,HR,Pre-56,Inner,1921-12-21,1923-02-05,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KYD""",NAT,SA,Honorary Minister,HR,Pre-56,Inner,1918-03-27,1920-02-04,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KYD""",NAT,SA,Minister for Home and Territories,HR,Pre-56,Inner,1920-02-04,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KTU""",NAT,TAS,Honorary Minister,HR,Pre-56,Inner,1920-02-04,1920-07-28,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KTU""",NAT,TAS,Minister for the Navy,HR,Pre-56,Inner,1920-07-28,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""L1P""",NAT,VIC,Honorary Minister,HR,Pre-56,Inner,1918-03-27,1920-02-04,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""L1P""",NAT,VIC,Postmaster-General,HR,Pre-56,Inner,1920-02-04,1921-12-21,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""F4S""",NAT,NSW,Treasurer,HR,Pre-56,Inner,1920-07-28,1921-11-11,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""F4S""",NAT,NSW,Minister for the Navy,HR,Pre-56,Inner,1918-01-10,1920-07-28,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KK9""",NAT,TAS,Minister for Trade and Customs,HR,Pre-56,Inner,1918-01-10,1918-12-13,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KMC""",NAT,NSW,Honorary Minister,HR,Pre-56,Inner,1918-03-27,1919-01-31,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KFJ""",NAT,WA,Treasurer,HR,Pre-56,Inner,1918-01-10,1918-03-27,M0014,"14. Hughes (Nationalist), 10 Jan 1918-9 Feb 1923"
"""KI7""",NAT,NSW,Minister for Health,HR,Pre-56,Inner,1928-02-24,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""C7E""",CP,NSW,Treasurer,HR,Pre-56,Inner,1923-02-09,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JRW""",NAT,QLD,Honorary Minister,Senate,Pre-56,Inner,1923-02-14,1928-11-29,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KAY""",CP,VIC,Minister for Works and Railways,HR,Pre-56,Inner,1928-12-10,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KAY""",CP,VIC,Postmaster-General,HR,Pre-56,Inner,1923-02-09,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KTR""",NAT,SA,Honorary Minister,Senate,Pre-56,Inner,1926-08-29,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KMW""",NAT,NSW,Minister for Home and Territories,HR,Pre-56,Inner,1927-04-02,1928-02-24,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KMW""",NAT,NSW,Honorary Minister,HR,Pre-56,Inner,1928-02-24,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KMW""",NAT,NSW,Honorary Minister,HR,Pre-56,Inner,1925-01-16,1927-04-02,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KXT""",CP,VIC,Minister for Markets and Transport,HR,Pre-56,Inner,1928-12-10,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KXT""",CP,VIC,Minister for Markets,HR,Pre-56,Inner,1928-01-19,1928-12-10,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KXT""",CP,VIC,Minister for Markets and Migration,HR,Pre-56,Inner,1926-06-18,1928-01-19,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KFS""",NAT,VIC,Minister for Trade and Customs,HR,Pre-56,Inner,1928-11-24,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""K0F""",NAT,WA,Vice-President of the Executive Council,Senate,Pre-56,Inner,1926-06-18,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""K0F""",NAT,WA,Minister for Home and Territories,Senate,Pre-56,Inner,1923-02-09,1926-06-18,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JLJ""",CP,NSW,Minister for Home and Territories,HR,Pre-56,Inner,1928-11-29,1928-12-10,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JLJ""",CP,NSW,Minister for Home Affairs,HR,Pre-56,Inner,1928-12-10,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KFK""",NAT,QLD,Minister for Health,HR,Pre-56,Inner,1924-05-29,1924-06-13,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KFK""",NAT,QLD,Minister for Trade and Customs,HR,Pre-56,Inner,1924-05-29,1924-06-13,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KFK""",NAT,QLD,Attorney-General,HR,Pre-56,Inner,1923-02-09,1925-12-18,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KHG""",CP,VIC,Minister for Works and Railways,HR,Pre-56,Inner,1924-08-08,1928-11-29,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KZO""",NAT,VIC,Minister for Industry,HR,Pre-56,Inner,1928-12-10,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KZO""",NAT,VIC,Attorney-General,HR,Pre-56,Inner,1925-12-18,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""F4B""",NAT,VIC,Minister for Trade and Customs,HR,Pre-56,Inner,1928-05-08,1928-11-24,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""F4B""",NAT,VIC,Minister for Health,HR,Pre-56,Inner,1927-04-02,1928-02-24,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""F4B""",NAT,VIC,Minister for External Affairs,HR,Pre-56,Inner,1923-02-09,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""F4B""",NAT,VIC,Prime Minister,HR,Pre-56,Inner,1923-02-09,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KLU""",NAT,QLD,Minister for Home and Territories,Senate,Pre-56,Inner,1926-06-18,1927-04-02,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KLU""",NAT,QLD,Minister for Defence,Senate,Pre-56,Inner,1927-04-02,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JZR""",NAT,TAS,Honorary Minister,Senate,Pre-56,Inner,1928-11-29,1929-10-22,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KV8""",CP,VIC,Minister for Works and Railways,HR,Pre-56,Inner,1923-02-09,1924-08-05,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JMG""",CP,TAS,Vice-President of the Executive Council,HR,Pre-56,Inner,1923-02-09,1926-06-18,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JRH""",NAT,NSW,Minister for Defence,HR,Pre-56,Inner,1923-02-09,1925-01-16,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KI7""",NAT,NSW,Minister for Home and Territories,HR,Pre-56,Inner,1928-02-24,1928-11-29,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KI7""",NAT,NSW,Honorary Minister,HR,Pre-56,Inner,1927-04-02,1928-02-24,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KI7""",NAT,NSW,Minister for Defence,HR,Pre-56,Inner,1925-01-16,1927-04-02,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KI7""",NAT,NSW,Minister for Health,HR,Pre-56,Inner,1925-01-16,1927-04-02,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""K1J""",NAT,NSW,Minister for Trade and Customs,Senate,Pre-56,Inner,1924-06-13,1928-05-07,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""K1J""",NAT,NSW,Minister for Health,HR,Pre-56,Inner,1924-06-13,1925-01-16,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KBJ""",NAT,SA,Minister for Markets and Migration,Senate,Pre-56,Inner,1925-01-16,1926-06-18,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""KBJ""",NAT,SA,Honorary Minister,Senate,Pre-56,Inner,1923-02-09,1925-01-16,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JX7""",NAT,NSW,Minister for Health,HR,Pre-56,Inner,1923-02-09,1924-05-26,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""JX7""",NAT,NSW,Minister for Trade and Customs,HR,Pre-56,Inner,1923-02-09,1924-05-26,M0015,"15. Bruce-Page (Nationalist-CP), 9 Feb 1923-22 Oct 1929"
"""K88""",ALP,NSW,Assistant Minister,HR,Pre-56,Inner,1931-06-26,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JT7""",ALP,VIC,Minister for Health,HR,Pre-56,Inner,1931-03-03,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JT7""",ALP,VIC,Minister for Repatriation,HR,Pre-56,Inner,1931-03-03,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""L4X""",ALP,NSW,Minister for Markets,HR,Pre-56,Inner,1930-04-21,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""L4X""",ALP,NSW,Minister for Transport,HR,Pre-56,Inner,1930-04-21,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KVS""",ALP,NSW,Treasurer,HR,Pre-56,Inner,1931-01-29,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""A48""",ALP,NSW,Minister for Defence,HR,Pre-56,Inner,1931-03-03,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KHL""",ALP,VIC,"Assistant Minister for Industry, Council for Scientific and Industrial Research and Assistant to the Treasurer",HR,Pre-56,Inner,1931-03-03,1931-06-12,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JSC""",ALP,VIC,Attorney-General,HR,Pre-56,Inner,1929-10-22,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4Q""",ALP,VIC,Treasurer,HR,Pre-56,Inner,1930-07-09,1931-01-29,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4Q""",ALP,VIC,Minister for External Affairs,HR,Pre-56,Inner,1929-10-22,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4Q""",ALP,VIC,Minister for Industry,HR,Pre-56,Inner,1929-10-22,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4Q""",ALP,VIC,Prime Minister,HR,Pre-56,Inner,1929-10-22,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4U""",ALP,QLD,Minister for Trade and Customs,HR,Pre-56,Inner,1931-02-04,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4U""",ALP,QLD,Assistant Minister assisting the Minister for Customs,HR,Pre-56,Inner,1929-10-22,1931-02-04,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JOM""",ALP,NSW,Assistant Minister assisting the Minister for Industry,HR,Pre-56,Inner,1929-10-22,1931-03-03,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KF9""",ALP,WA,Minister for Works and Railways,HR,Pre-56,Inner,1931-02-04,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KF9""",ALP,WA,Postmaster-General,HR,Pre-56,Inner,1931-02-04,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KF9""",ALP,WA,Minister for Defence,HR,Pre-56,Inner,1929-10-22,1931-02-04,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4O""",ALP,TAS,Minister for Works and Railways,HR,Pre-56,Inner,1929-10-22,1931-02-04,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""F4O""",ALP,TAS,Postmaster-General,HR,Pre-56,Inner,1929-10-22,1931-02-04,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""K1L""",ALP,VIC,Vice-President of the Executive Council,Senate,Pre-56,Inner,1931-03-03,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""K1L""",ALP,VIC,Assistant Minister assisting the Minister for Works and Railways,Senate,Pre-56,Inner,1929-10-22,1931-03-03,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JTL""",ALP,SA,Minister for Defence,Senate,Pre-56,Inner,1931-02-04,1931-03-03,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JTL""",ALP,SA,Assistant Minister,Senate,Pre-56,Inner,1931-06-26,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JTL""",ALP,SA,Vice-President of the Executive Council,Senate,Pre-56,Inner,1929-10-22,1931-03-03,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JVF""",ALP,NSW,Assistant Minister assisting the Minister for Works and Railways,Senate,Pre-56,Inner,1931-03-03,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JPV""",ALP,NSW,Minister for Home Affairs,HR,Pre-56,Inner,1929-10-22,1932-01-06,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KEV""",ALP,VIC,Minister for Trade and Customs,HR,Pre-56,Inner,1929-10-22,1931-02-04,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JLY""",ALP,VIC,Minister for Health,HR,Pre-56,Inner,1929-10-22,1931-03-03,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""JLY""",ALP,VIC,Minister for Repatriation,HR,Pre-56,Inner,1929-10-22,1931-03-03,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""K7Z""",ALP,TAS,Assistant Minister assisting the Minister for Transport and War Service Homes,HR,Pre-56,Inner,1931-03-03,1931-06-24,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""L4X""",ALP,NSW,Minister for Markets and Transport,HR,Pre-56,Inner,1929-10-22,1930-04-21,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KVS""",ALP,NSW,Treasurer,HR,Pre-56,Inner,1929-10-22,1930-07-09,M0016,"16. Scullin (ALP), 22 Oct 1929-6 Jan 1932"
"""KXQ""",UAP,NSW,Minister for Defence,HR,Pre-56,Inner,1934-10-12,1937-11-20,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""KZO""",UAP,VIC,Attorney-General,HR,Pre-56,Inner,1932-01-06,1934-10-12,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""KZO""",UAP,VIC,Minister for External Affairs,HR,Pre-56,Inner,1932-01-06,1934-10-12,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""KZO""",UAP,VIC,Minister for Industry,HR,Pre-56,Inner,1932-01-06,1934-10-12,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""009MB""",CP,VIC,Minister for the Interior,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""N76""",UAP,VIC,Attorney-General,HR,Pre-56,Inner,1934-10-12,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""N76""",UAP,VIC,Minister for Industry,HR,Pre-56,Inner,1934-10-12,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""C7E""",CP,NSW,Minister for Health,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""C7E""",CP,NSW,Minister for Commerce,HR,Pre-56,Inner,1934-11-09,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWE""",UAP,VIC,Minister in charge of Development and Scientific and Industrial Research,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWE""",UAP,VIC,Assistant Treasurer,HR,Pre-56,Inner,1934-10-12,1935-10-03,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWE""",UAP,VIC,Assistant Minister (Treasury),HR,Pre-56,Inner,1933-09-25,1934-10-12,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWE""",UAP,VIC,Treasurer,HR,Pre-56,Inner,1935-10-03,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""KNX""",UAP,NSW,Minister for the Interior,HR,Pre-56,Inner,1934-10-12,1934-11-09,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JTY""",CP,SA,Minister without portfolio assisting the Minister for Commerce,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""KFW""",UAP,TAS,Assistant Minister for Trade and Customs,HR,Pre-56,Inner,1932-10-13,1934-10-12,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWT""",UAP,QLD,Minister without portfolio assisting the Minister for Repatriation,HR,Pre-56,Inner,1934-10-12,1934-11-09,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWT""",UAP,QLD,Assistant Minister for Defence,HR,Pre-56,Inner,1932-01-06,1934-10-12,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""JWT""",UAP,QLD,Minister in charge of War Service Homes,HR,Pre-56,Inner,1932-01-06,1934-11-09,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Minister for External Affairs,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Minister in charge of Territories,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Vice-President of the Executive Council,HR,Pre-56,Inner,1937-11-29,1938-11-07,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Minister for Health,HR,Pre-56,Inner,1934-10-12,1935-11-06,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Minister for Repatriation,HR,Pre-56,Inner,1934-10-12,1935-11-06,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Vice-President of the Executive Council,HR,Pre-56,Inner,1934-10-12,1935-11-06,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Minister for Health,HR,Pre-56,Inner,1936-02-26,1937-11-29,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
"""DQC""",UAP,NSW,Minister for Repatriation,HR,Pre-56,Inner,1936-02-06,1937-11-29,M0017,"17. Lyons (UAP, UAP-CP), 6 Jan 1932-7 Nov 1938"
