parl_id,Party,State,Office,House,Cabinet,Level,Start,Finish,Ministry_ID,Ministry_Name
"""PE4""",ALP,WA,Minister for Transport and Communications,HR,Yes,Inner,1990-04-04,1991-12-09,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""XE4""",ALP,SA,Minister for Administrative Services,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""RF4""",ALP,WA,Minister Assisting the Prime Minister for Public Service Matters,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""RF4""",ALP,WA,Minister for Industrial Relations,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""6J4""",ALP,QLD,Parliamentary Secretary to the Minister for Social Security,HR,,ParlSec,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""VD4""",ALP,VIC,Deputy Leader of the Government in the Senate,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""VD4""",ALP,VIC,Minister for Foreign Affairs and Trade,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""MD4""",ALP,NSW,Minister for Employment and Education Services,HR,,Outer,1990-04-04,1990-05-07,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""MD4""",ALP,NSW,Minister for Higher Education and Employment Services,HR,,Outer,1990-05-07,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""QE4""",ALP,QLD,Minister for Small Business and Customs,HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""ZJ4""",ALP,VIC,Treasurer,HR,Yes,Inner,1991-12-09,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""ZJ4""",ALP,VIC,Minister for Finance,HR,Yes,Inner,1990-04-04,1991-12-09,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""OF4""",ALP,NT,Minister for Shipping,Senate,,Outer,1990-04-04,1990-05-07,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""OF4""",ALP,NT,Minister for Shipping and Aviation Support,Senate,,Outer,1990-05-07,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""OF4""",ALP,NT,Minister Assisting the Prime Minister for Northern Australia,Senate,Yes,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""NH4""",ALP,NSW,Deputy Prime Minister,HR,Yes,Inner,1990-04-04,1991-06-03,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""NH4""",ALP,NSW,Minister Assisting the Prime Minister for Commonwealth-State Relations,HR,Yes,Inner,1990-04-04,1991-06-03,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""NH4""",ALP,NSW,Treasurer,HR,Yes,Inner,1990-04-04,1991-06-03,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""RE4""",ALP,SA,Minister for Defence Science and Personnel,HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""HG4""",ALP,NSW,Minister Assisting the Prime Minister for Science,HR,,Outer,1991-06-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""HG4""",ALP,NSW,Minister Assisting the Treasurer,HR,,Outer,1991-06-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""HG4""",ALP,NSW,Minister for Science and Technology,HR,,Outer,1991-06-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""HG4""",ALP,NSW,Parliamentary Secretary to the Prime Minister,HR,,ParlSec,1990-04-04,1991-06-04,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""RJ4""",ALP,NSW,Minister for Aboriginal and Torres Strait Islander Affairs,HR,,Outer,1991-12-19,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""RJ4""",ALP,NSW,Minister Assisting the Prime Minister for Aboriginal Reconciliation,HR,,Outer,1991-02-21,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""RJ4""",ALP,NSW,Minister for Aboriginal Affairs,HR,,Outer,1990-04-04,1991-12-19,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""6G4""",ALP,VIC,Attorney-General,HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""WD4""",ALP,WA,Minister Assisting the Prime Minister for the Status of Women,HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""WD4""",ALP,WA,Minister for Local Government,HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""0H4""",ALP,VIC,Minister for Resources,HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""EH4""",ALP,VIC,"Minister for Health, Housing and Community Services",HR,Yes,Inner,1991-06-07,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""EH4""",ALP,VIC,Minister Assisting the Prime Minister for Commonwealth-State Relations,HR,Yes,Inner,1991-06-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""EH4""",ALP,VIC,Deputy Prime Minister,HR,Yes,Inner,1991-06-03,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""EH4""",ALP,VIC,Minister for Community Services and Health,HR,Yes,Inner,1990-04-04,1991-06-07,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""EH4""",ALP,VIC,Minister Assisting the Prime Minister for Social Justice,HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""FH4""",ALP,QLD,Minister for Veterans' Affairs,HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""FJ4""",ALP,NSW,"Minister for the Arts, Tourism and Territories",HR,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""KJ4""",ALP,VIC,Minister for Housing and Aged Care,HR,,Outer,1990-04-04,1990-05-07,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""KJ4""",ALP,VIC,"Minister for Aged, Family and Health Services",HR,,Outer,1990-05-07,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""OH4""",ALP,ACT,"Minister for Arts, Sport, the Environment, Tourism and Territories",HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""4E4""",ALP,NSW,Vice-President of the Executive Council,Senate,Yes,Inner,1991-02-01,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""4E4""",ALP,NSW,Minister for Social Security,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""VE4""",ALP,SA,Minister for Trade Negotiations,HR,Yes,Inner,1990-04-04,1991-02-01,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""VE4""",ALP,SA,Minister for Trade and Overseas Development,HR,Yes,Inner,1991-02-01,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""VE4""",ALP,SA,"Minister Assisting the Minister for Industry, Technology and Commerce",HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""VE4""",ALP,SA,Minister Assisting the Minister for Primary Industries and Energy,HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""9E4""",ALP,WA,"Minister for Employment, Education and Training",HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""QH4""",ALP,NSW,Minister for Transport and Communications,HR,Yes,Inner,1991-12-09,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""QH4""",ALP,NSW,Treasurer,HR,Yes,Inner,1991-06-04,1991-12-09,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""QH4""",ALP,NSW,Minister for Primary Industries and Energy,HR,Yes,Inner,1990-04-04,1991-06-04,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""NJ4""",ALP,TAS,Minister for Justice and Consumer Affairs,Senate,,Outer,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""4F4""",ALP,VIC,"Minister for Industry, Technology and Commerce",Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""4F4""",ALP,VIC,Leader of the Government in the Senate,Senate,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""5H4""",ALP,VIC,Minister Assisting the Prime Minister for Multicultural Affairs,HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""5H4""",ALP,VIC,"Minister for Immigration, Local Government and Ethnic Affairs",HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""YD4""",ALP,VIC,Treasurer,HR,Yes,Inner,1991-06-03,1991-06-04,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""YD4""",ALP,VIC,Prime Minister,HR,Yes,Inner,1990-04-04,1991-12-20,M0052,"52. Hawke (ALP), 4 Apr 1990-20 Dec 1991"
"""IJ4""",ALP,NT,Parliamentary Secretary to the Minister for Transport and Communications,HR,,ParlSec,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""DT4""",ALP,VIC,Minister for Primary Industries and Energy,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""QD4""",ALP,NSW,Minister for Land Transport,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""5I4""",ALP,ACT,Parliamentary Secretary to the Treasurer,Senate,,ParlSec,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""QI4""",ALP,NSW,Parliamentary Secretary to the Prime Minister,HR,,ParlSec,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""UI4""",ALP,VIC,Minister for Defence,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""PE4""",ALP,WA,Minister for Finance,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""XE4""",ALP,SA,Minister for Administrative Services,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""RF4""",ALP,WA,Minister Assisting the Prime Minister for Public Service Matters,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""RF4""",ALP,WA,Minister for Industrial Relations,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""6J4""",ALP,QLD,Parliamentary Secretary to the Minister for Social Security,HR,,ParlSec,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""VD4""",ALP,VIC,Deputy Leader of the Government in the Senate,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""VD4""",ALP,VIC,Minister for Foreign Affairs and Trade,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""MD4""",ALP,NSW,Minister for Higher Education and Employment Services,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""QE4""",ALP,QLD,Minister for Small Business and Customs,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""ZJ4""",ALP,VIC,Treasurer,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""OF4""",ALP,NT,Minister Assisting the Prime Minister for Northern Australia,Senate,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""OF4""",ALP,NT,Minister for Shipping and Aviation Support,Senate,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""NH4""",ALP,NSW,Prime Minister,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""RE4""",ALP,SA,Minister for Defence Science and Personnel,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""HG4""",ALP,NSW,Minister Assisting the Prime Minister for Science,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""HG4""",ALP,NSW,Minister Assisting the Treasurer,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""HG4""",ALP,NSW,Minister for Science and Technology,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""RJ4""",ALP,NSW,Minister Assisting the Prime Minister for Aboriginal Reconciliation,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""RJ4""",ALP,NSW,Minister for Aboriginal and Torres Strait Islander Affairs,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""6G4""",ALP,VIC,Attorney-General,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""WD4""",ALP,WA,Minister Assisting the Prime Minister for the Status of Women,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""WD4""",ALP,WA,Minister for Local Government,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""0H4""",ALP,VIC,Minister for Resources,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""EH4""",ALP,VIC,Deputy Prime Minister,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""EH4""",ALP,VIC,Minister Assisting the Prime Minister for Commonwealth-State Relations,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""EH4""",ALP,VIC,Minister Assisting the Prime Minister for Social Justice,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""EH4""",ALP,VIC,"Minister for Health, Housing and Community Services",HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""FH4""",ALP,QLD,Minister for Veterans' Affairs,HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""FJ4""",ALP,NSW,"Minister for the Arts, Tourism and Territories",HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""KJ4""",ALP,VIC,"Minister for Aged, Family and Health Services",HR,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""OH4""",ALP,ACT,"Minister for Arts, Sport, the Environment, Tourism and Territories",HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""4E4""",ALP,NSW,Minister for Social Security,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""4E4""",ALP,NSW,Vice-President of the Executive Council,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""VE4""",ALP,SA,"Minister Assisting the Minister for Industry, Technology and Commerce",HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""VE4""",ALP,SA,Minister Assisting the Minister for Primary Industries and Energy,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""VE4""",ALP,SA,Minister for Trade and Overseas Development,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""9E4""",ALP,WA,"Minister for Employment, Education and Training",HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""QH4""",ALP,NSW,Minister for Transport and Communications,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""NJ4""",ALP,TAS,Minister for Justice and Consumer Affairs,Senate,,Outer,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""4F4""",ALP,VIC,"Minister for Industry, Technology and Commerce",Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""4F4""",ALP,VIC,Leader of the Government in the Senate,Senate,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""5H4""",ALP,VIC,Minister Assisting the Prime Minister for Multicultural Affairs,HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""5H4""",ALP,VIC,"Minister for Immigration, Local Government and Ethnic Affairs",HR,Yes,Inner,1991-12-20,1991-12-27,M0053,"53. Keating (ALP), 20 Dec 1991-27 Dec 1991"
"""IJ4""",ALP,NT,Parliamentary Secretary to the Minister for Transport and Communications,HR,,ParlSec,1991-12-27,1992-05-27,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""IJ4""",ALP,NT,"Parliamentary Secretary to the Minister for Employment, Education and Training",HR,,ParlSec,1992-05-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""DT4""",ALP,VIC,Minister for Primary Industries and Energy,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""QD4""",ALP,NSW,Minister for Land Transport,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""5I4""",ALP,ACT,Parliamentary Secretary to the Treasurer,Senate,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""QI4""",ALP,NSW,Parliamentary Secretary to the Minister for Defence,HR,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""UI4""",ALP,VIC,Minister for Defence,Senate,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""PE4""",ALP,WA,"Minister for Employment, Education and Training",HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""XE4""",ALP,SA,Minister for Administrative Services,Senate,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""RF4""",ALP,WA,Minister for Shipping and Aviation Support,Senate,Yes,Inner,1992-05-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""RF4""",ALP,WA,Minister Assisting the Prime Minister for Public Service Matters,Senate,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""RF4""",ALP,WA,Minister for Industrial Relations,Senate,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""6J4""",ALP,QLD,Parliamentary Secretary to the Minister for Social Security,HR,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""5T4""",ALP,NSW,Parliamentary Secretary to the Prime Minister,HR,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""8I4""",ALP,NSW,Parliamentary Secretary to the Minister for Foreign Affairs and Trade,HR,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""VD4""",ALP,VIC,Deputy Leader of the Government in the Senate,Senate,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""VD4""",ALP,VIC,Minister for Foreign Affairs and Trade,Senate,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""MD4""",ALP,NSW,Minister Assisting the Treasurer,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""MD4""",ALP,NSW,Minister for Higher Education and Employment Services,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""QE4""",ALP,QLD,"Minister for Small Business, Construction and Customs",HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""ZJ4""",ALP,VIC,Vice-President of the Executive Council,HR,Yes,Inner,1992-05-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""ZJ4""",ALP,VIC,Minister for Finance,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""OF4""",ALP,NT,Minister Assisting the Prime Minister for Northern Australia,Senate,Yes,Inner,1991-12-27,1992-05-27,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""OF4""",ALP,NT,Minister for Shipping and Aviation,Senate,Yes,Inner,1991-12-27,1992-05-27,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""OF4""",ALP,NT,Minister for Transport and Communications,Senate,Yes,Inner,1992-05-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""NH4""",ALP,NSW,Prime Minister,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""RE4""",ALP,SA,Minister for Defence Science and Personnel,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""7G4""",ALP,SA,Parliamentary Secretary to the Attorney-General,HR,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""HG4""",ALP,NSW,Minister for Science and Technology,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""HG4""",ALP,NSW,Minister Assisting the Prime Minister,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""JH4""",ALP,QLD,"Parliamentary Secretary to the Minister for Health, Housing and Community Services",HR,,ParlSec,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""RJ4""",ALP,NSW,Minister Assisting the Prime Minister for Aboriginal Reconciliation,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""RJ4""",ALP,NSW,Minister for Aboriginal and Torres Strait Islander Affairs,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""6G4""",ALP,VIC,Attorney-General,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""WD4""",ALP,WA,Minister Assisting the Prime Minister for the Status of Women,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""WD4""",ALP,WA,Minister for the Arts and Territories,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""0H4""",ALP,VIC,Minister for Resources,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""0H4""",ALP,VIC,Minister for Tourism,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""EH4""",ALP,VIC,Deputy Prime Minister,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""EH4""",ALP,VIC,Minister Assisting the Prime Minister for Commonwealth-State Relations,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""EH4""",ALP,VIC,Minister Assisting the Prime Minister for Social Justice,HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""EH4""",ALP,VIC,"Minister for Health, Housing and Community Services",HR,Yes,Inner,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""FH4""",ALP,QLD,Minister Assisting the Prime Minister for Northern Australia,HR,Yes,Inner,1992-05-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""FH4""",ALP,QLD,Minister for Veterans' Affairs,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""ZH4""",ALP,NSW,Minister for Consumer Affairs,HR,,Outer,1992-05-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""FJ4""",ALP,NSW,Minister for Family Support,HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
"""KJ4""",ALP,VIC,"Minister for Aged, Family and Health Services",HR,,Outer,1991-12-27,1993-03-24,M0054,"54. Keating (ALP), 27 Dec 1991-24 Mar 1993"
