phid,sen_id,rep_id,name,given_name,additional_name,bio.prefname,family_name,honorific_prefix,honorific_suffix,gender,=birth,place_of_birth,=death
00AN4,,H0994,David Tollner,David,William,David,Tollner,,,Male,1966-01-31,"Biloela, QLD"
K8N,S0238,,Jim Toohey,James,Philip,Jim,Toohey,,,Male,1909-07-11,"Adelaide, SA",1992-08-18
KWH,,H0444,Athol Townley,Athol,Gordon,Athol,Townley,The Hon.,,Male,1907-10-03,"Hobart, TAS",1963-12-24
K8R,S0308,,Michael Townley,Michael,,Michael,Townley,,,Male,1934-11-04,?
KWJ,,H0445,Thomas Treloar,Thomas,John,Thomas,Treloar,,,Male,1892-08-01,"Tamworth, NSW",1953-11-15
K8T,S0048,,Billy Trenwith,William,Arthur,Billy,Trenwith,,,Male,1846-07-15,"Launceston, TAS",1925-07-26
HVU,,H1057,Chris Trevor,Chris,Allan,Chris,Trevor,,,Male,1961-06-23,"Clermont, QLD"
GX5,S0443,,Judith Troeth,Judith,Mary,Judith,Troeth,the Hon.,,Female,1940-08-03,"Brighton, VIC"
E6A,S0511,,Russell Trood,Russell,Brunell,Russell,Trood,,,Male,1948-12-05,"Melbourne, VIC"
GT4,,H0846,Warren Truss,Warren,Errol,Warren,Truss,the Hon.,,Male,1948-10-08,"Kingaroy, QLD"
SJ4,,H0730,Charles Tuckey,Charles,Wilson,Charles,Tuckey,The Hon.,,Male,1935-07-10,"Perth, WA"
M2Y,,H1090,Alan Tudge,Alan,Edward,Alan,Tudge,the Hon.,,Male,1971-02-24,"Pakenham, VIC"
KWL,,H0052,Frank Tudor,Francis,Gwynne,Frank,Tudor,,,Male,1866-01-29,"Williamstown, VIC",1922-01-10
KWN,,H0260,James Tully,James,Thomas,James,Tully,,,Male,1877,"Grafton, NSW",1962-10-15
K8W,S0049,,Harry Turley,Joseph,Henry Lewis,Harry,Turley,the Hon. ,,Male,1859-04-24,"Burton St Michael, England",1929-06-05
885,,H1016,Malcolm Turnbull,Malcolm,Bligh,Malcolm,Turnbull,the Hon.,,Male,1954-10-24,"Sydney, NSW"
K8Y,S0265,,Reginald Turnbull,Reginald,John David,Reginald,Turnbull,,,Male,1908-02-21,"Shanghai, China",2006-07-17
KWP,,H0372,Winton Turnbull,Winton,George,Winton,Turnbull,(later Sir),CBE,Male,1899-12-13,"Hamilton, VIC",1980-01-14
KWT,,H0053,George Turner,Sir,George,George,Turner,Rt. Hon. Sir,KCMG,Male,1851-08-08,"Melbourne, VIC",1916-08-13
KWR,,H0463,Henry Turner,Henry,Basil,Henry,Turner,,,Male,1905-07-08,"Sydney, NSW",1988-09-19
HVV,,H1058,Jim Turnour,James,Pearce,Jim,Turnour,,,Male,1966-04-07,"Darwin, NT"
K9I,S0157,,Oliver Uppill,Oliver,,Oliver,Uppill,,,Male,1876-05-09,"Nantawarra, SA",1946-02-28
EE4,,H0511,Tom Uren,Thomas,,Tom,Uren,The Hon.,AC,Male,1921-05-28,"Balmain, NSW",2015-01-26
231199,S0544,,Anne Urquhart,Anne,Elizabeth,Anne,Urquhart,,,Female,1957-10-18,"Latrobe, TAS"
SU5,,H0874,Mark Vaile,Mark,Anthony James,Mark,Vaile,The Hon.,,Male,1956-04-18,"Sydney, NSW"
VK6,,H0932,Danna Vale,Danna,Sue,Danna,Vale,the Hon.,,Female,1944-11-14,"Sydney, NSW"
IG4,S0391,,Josephine Vallentine,Josephine,,Josephine,Vallentine,,,Female,1946-05-30,"Perth, WA"
00AMT,,H0995,Maria Vamvakinou,Maria,,Maria,Vamvakinou,,,Female,1959-01-04,"Lefkada, Greece"
188315,,H1091,Bert Van Manen,Albertus,Johannes,Bert,Van Manen,,,Male,1965-03-24,"Brisbane, QLD"
7E4,S0386,,Amanda Vanstone,Amanda,Eloise,Amanda,Vanstone,The Hon.,,Female,1952-12-07,"Adelaide, SA"
K9P,S0104,,Edward Vardon,Edward,Charles,Edward,Vardon,,,Male,1866-11-10,"Adelaide, SA",1937-02-23
K9T,S0059,,Joseph Vardon,Joseph,,Joseph,Vardon,,,Male,1843-07-27,"Adelaide, SA",1913-07-20
250077,,H1128,Nickolas Varvaris,Nickolas,,Nickolas,Varvaris,,,Male,1974-05-25,"Sydney, NSW"
E0D,,H1017,Ross Vasta,Ross,Xavier,Ross,Vasta,,,Male,1966-10-08,"Melbourne, VIC"
K9Y,S0126,,John Verran,John,,John,Verran,The Hon.,,Male,1856-08-09,"Gwennap, England",1932-06-07
KA8,S0387,,David Vigor,David,Bernard,David,Vigor,,,Male,1939-06-24,"Elbeuf, France",1998-04-09
KAC,S0220,,Seddon Vincent,Victor,Seddon,Seddon,Vincent,,,Male,1906-06-01,"Leonora, WA",1964-11-09
EE6,,H0638,Robert Viner,Robert,Ian,Robert,Viner,The Hon.,,Male,1933-01-21,"Claremont, WA"
KAF,S0244,,Harrie Wade,Harrie,Walter,Harrie,Wade,The Hon.,,Male,1905-01-10,"Clear Lake, VIC",1964-11-18
HV5,,H0875,Barry Wakelin,Barry,Hugh,Barry,Wakelin,,,Male,1946-05-07,"Kimba, SA"
9T4,,H0847,Frank Walker,Francis,John,Frank,Walker,the Hon.,QC,Male,1942-07-07,"Sydney, NSW",2012-06-12
KAH,S0035,,James Walker,James,Thomas,James,Walker,,,Male,1841-03-20,"Edinburgh, Scotland",1923-01-18
KWX,,H0183,Cornelius Wallace,Cornelius,,Cornelius,Wallace,,,Male,1881-01-19,"Sydney, NSW",1921-09-20
KWZ,,H0611,Laurie Wallis,Laurie,George,Laurie,Wallis,,,Male,1922-09-10,"Thornleigh, NSW",1984-01-10
TJ4,S0323,,Peter Walsh,Peter,Alexander,Peter,Walsh,The Hon.,AO,Male,1935-03-11,"Kellerberrin, WA",2015-04-10
UJ4,S0339,,Mary Walters,Mary,Shirley,Mary,Walters,,,Female,1925-08-31,"Sydney, NSW"
250045,S0571,,Dio Wang,Zhenya,,Dio,Wang,,,Male,1981-01-20,"Nanjing, China"
KX7,,H0277,Eddie Ward,Edward,John,Eddie,Ward,The Hon.,,Male,1899-03-07,"Darlington, NSW",1963-07-31
KAJ,S0201,,Frederick Ward,Frederick,Furner,Frederick,Ward,,,Male,1872-05-11,"Bowden, SA",1954-12-31
KAL,S0239,,Robert Wardlaw,Robert,,Robert,Wardlaw,,,Male,1888-08-04,"Mathinna, TAS",1964-06-28
84F,,H0970,Mal Washer,Malcolm,James,Mal,Washer,Dr,,Male,1945-08-12,"Bunbury, WA"
192970,S0545,,Larissa Waters,Larissa,Joy,Larissa,Waters,,,Female,1977-02-08,"Winnipeg, Canada"
KX9,,H0054,David Watkins,David,,David,Watkins,The Hon.,,Male,1865-05-05,"Wallsend, NSW",1935-04-08
KXB,,H0319,David Watkins,David,Oliver,David,Watkins,,,Male,1896-07-10,"Wallsend, NSW",1971-12-17
F4R,,H0055,Chris Watson,John,Christian,Chris,Watson,the Hon. ,,Male,1867-04-09,"Valparaiso, Chile",1941-11-18
070E,S0080,,David Watson,David,,David,Watson,,,Male,1870-02-14,"Rutherglen, Scotland",1924-12-04
KAO,,H0795,David Watson,David,John Hopetoun,David,Watson,,,Male,1945-01-29,"Sydney, NSW"
VJ4,S0352,,John Watson,John,Odin Wentworth,John,Watson,,,Male,1937-01-25,"Launceston, TAS"
KXD,,H0236,William Watson,William,,William,Watson,,,Male,1863-10-21,"Campbells Creek, VIC",1938-12-21
KXG,,H0167,William Watt,William,Alexander,William,Watt,Rt. Hon.,PC,Male,1871-11-23,"Barfold, VIC",1946-09-13
193430,,H1129,Tim Watts,Timothy,Graham,Tim,Watts,,,Male,1982-06-08,"Toowoomba, QLD"
KXI,,H0471,Charles Webb,Charles,Harry,Charles,Webb,,,Male,1908-02-02,United Kingdom,2000-11-15
00AOT,S0493,,Ruth Webber,Ruth,Stephanie,Ruth,Webber,,,Female,1965-03-24,"Melbourne, VIC"
WJ4,,H0796,Alasdair Webster,Alasdair,Paine,Alasdair,Webster,,,Male,1934-02-12,"East Maitland, NSW"
KAS,S0269,,James Webster,James,Joseph,James,Webster,The Hon.,,Male,1925-06-14,"Flinders Island, TAS"
KXK,,H0093,William Webster,William,,William,Webster,The Hon.,,Male,1860-06-07,"Everton, England",1936-10-10
KAW,S0221,,Ivy Wedgwood,Ivy,Evelyn Annie,Ivy,Wedgwood,(later Dame),DBE,Female,1896-10-18,"Malvern, VIC",1975-07-24
1B6,,H0766,Deane Wells,Deane,Mcmillan,Deane,Wells,,,Male,1949-01-13,"Hiroshima, Japan"
DB6,,H0446,William Wentworth,William,Charles,William,Wentworth,The Hon.,,Male,1907-09-08,"Sydney, NSW",2003-06-15
XK6,,H0933,Andrea West,Andrea,Gail,Andrea,West,,,Female,1952-09-16,"Brisbane, QLD",2010-04-20
KZA,,H0138,John West,John,Edward,John,West,,,Male,1852-01-27,"London, England",1931-02-05
XJ4,,H0694,Stewart West,Stewart,John,Stewart,West,The Hon.,,Male,1934-03-31,"Forbes, NSW"
1X4,S0411,,Sue West,Suzanne,Margaret,Sue,West,,,Female,1947-09-21,"Cowra, NSW"
KZI,,H0639,Robert Whan,Robert,Bruce,Robert,Whan,,,Male,1933-01-05,"Wodonga, VIC"
CJO,S0278,,John Wheeldon,John,Murray,John,Wheeldon,The Hon.,,Male,1929-08-09,"Subiaco, WA",2006-05-24
KZP,,H0447,Roy Wheeler,Roy,Crawford,Roy,Wheeler,,,Male,1909,"Gosford, NSW",1971-03-16
RC6,S0450,,Tom Wheelwright,Thomas,Clive,Tom,Wheelwright,,,Male,1953-04-29,"Huddersfield, England"
195565,S0551,,Peter Whish-Wilson,Peter,Stuart,Peter,Whish-Wilson,,,Male,1968-02-24,Singapore
YJ4,,H0733,Peter White,Peter,Nicholson Duckett,Peter,White,,MC,Male,1936-01-19,"Brisbane, QLD",2005-02-13
KZR,,H0261,Thomas White,Thomas,Walter,Thomas,White,the Hon.,"DFC, VD ",Male,1888-04-26,"North Melbourne, VIC",1957-10-13
207800,,H1130,Brett Whiteley,Brett,David,Brett,Whiteley,,,Male,1960-07-01,"Burnie, TAS"
KAZ,S0266,,George Whiteside,George,Irvine,George,Whiteside,,,Male,1902-09-20,"Footscray, VIC",1976-07-28
KZY,,H0692,Antony Whitlam,Antony,Philip,Antony,Whitlam,,,Male,1944-01-07,"Sydney, NSW"
6U4,,H0462,Gough Whitlam,Edward,Gough,Gough,Whitlam,The Hon.,AC QC,Male,1916-07-11,"Kew, VIC",2014-10-21
L0L,,H0237,Joshua Whitsitt,Joshua,Thomas Hoskins,Joshua,Whitsitt,,,Male,1869-09-26,Northern Ireland,1943-09-14
L0N,,H0515,Raymond Whittorn,Raymond,Harold,Raymond,Whittorn,,OBE  ,Male,1911-10-04,"Arncliffe, NSW",1995-08-10
241590,,H1131,Lucy Wicks,Lucy,Elizabeth,Lucy,Wicks,,,Female,1973-01-01,"Canberra, ACT"
L0Q,,H0208,Arnold Wienholt,Arnold,,Arnold,Wienholt,,"DSO, MC",Male,1877-11-25,"Allora, QLD",1940-09-10
L0V,,H0448,Bruce Wight,Bruce,Mcdonald,Bruce,Wight,,,Male,1914-06-16,"Mudgee, NSW",1969-02-02
C2T,,H1092,Andrew Wilkie,Andrew,Damien,Andrew,Wilkie,,,Male,1961-11-08,"Tamworth, NSW"
84G,,H0971,Kim Wilkie,Kimberley,William,Kim,Wilkie,,,Male,1959-06-03,"Perth, WA"
L0Y,,H0075,James Wilkinson,James,,James,Wilkinson,the Hon. ,,Male,1854-11-30,"Ipswich, QLD",1915-01-11
KB9,S0281,,Laurie Wilkinson,Lawrence,Degenhardt,Laurie,Wilkinson,,,Male,1903-11-12,"Fremantle, WA",1991-11-09
L17,,H0056,William Wilks,William,Henry,William,Wilks,the Hon. ,,Male,1863-06-21,"Sydney, NSW",1940-02-05
KBC,S0222,,Don Willesee,Donald,Robert,Don,Willesee,The Hon.,,Male,1916-04-14,"Derby, WA",2003-09-09
7V5,,H0876,Darryl Williams,Daryl,Robert,Darryl,Williams,the Hon.,"AM, QC",Male,1942-08-21,"East Freemantle, WA"
I0V,S0532,,John Williams,John,Reginald,John,Williams,,,Male,1955-01-16,"Jamestown, SA"
249758,,H1132,Matt Williams,Matthew,Philip,Matt,Williams,,,Male,1973-03-28,"Adelaide, SA"
L1A,,H0370,Thomas Williams,Thomas,Francis,Thomas,Williams,,,Male,1897-04-07,"Young, NSW",1992
L1D,,H0057,Henry Willis,Henry,,Henry,Willis,the Hon. ,,Male,1860-04-06,"Port Adelaide, SA",1950-02-23
ZJ4,,H0640,Ralph Willis,Ralph,,Ralph,Willis,The Hon.,,Male,1938-04-14,"Melbourne, VIC"
L1L,,H0331,Alexander Wilson,Alexander,,Alexander,Wilson,,,Male,1880-06-07,"County Down, Ireland",1954-01-26
0K4,,H0577,Ian Wilson,Ian,Bonython Cameron,Ian,Wilson,The Hon.,,Male,1932-05-02,"Adelaide, SA",2013-04-02
L1N,,H0094,John Wilson,John,Gratton,John,Wilson,,,Male,1863-08-18,"Melbourne, VIC",1948-08-20
KBH,S0174,H0449,Keith Wilson,Keith,Cameron,Keith,Wilson,(later Sir),KBE,Male,1900-09-03,"Adelaide, SA",1987-09-28
KBJ,S0102,,Reginald Wilson,Reginald,Victor,Reginald,Wilson,the Hon. (later Sir),KBE  ,Male,1877-06-30,"Adelaide, SA",1957-07-13
198084,,H1133,Rick Wilson,Richard,James,Rick,Wilson,,,Male,1966-01-02,"Katanning, WA"
YK6,,H0934,Greg Wilton,Gregory,Stuart,Greg,Wilton,,,Male,1955-11-06,"Melbourne, VIC",2000-06-14
009LP,,H0996,Tony Windsor,Antony,Harold Curties,Tony,Windsor,,,Male,1950-09-02,"Quirindi, NSW"
L1P,,H0117,George Wise,George,Henry,George,Wise,The Hon.,,Male,1853-07-01,"Melbourne, VIC",1950-07-31
DV4,S0282,,Reginald Withers,Reginald,Greive,Reginald,Withers,Rt. Hon.,,Male,1924-10-26,"Bunbury, WA",2014-11-25
00AOU,S0494,,Penny Wong,Penelope,Ying-Yen,Penny,Wong,the Hon.,,Female,1968-11-05,"Kata Kinabalu, Malaysia"
KBL,S0223,,Ian Wood,Ian,Alexander Christie,Ian,Wood,,,Male,1901-01-31,"Mackay, QLD",1992-01-07
E0F,,H1018,Jason Wood,Jason,Peter,Jason,Wood,,,Male,1968-05-24,"Sutherland, NSW"
KBS,S0412,,Robert Wood,William,Robert,Robert,Wood,,,Male,1949-11-13,"Gateshead, England"
HX5,S0444,,John Woodley,John,,John,Woodley,,,Male,1938-02-09,"Brisbane, QLD"
1K4,S0447,H0809,Bob Woods,Robert,Leslie,Bob,Woods,The Hon.,,Male,1947-04-13,"London, England"
0U4,,H0848,Harry Woods,Harry,Francis,Harry,Woods,,,Male,1947-12-23,"Darlinghurst, NSW"
8E4,,H0810,Michael Wooldridge,Michael,Richard Lewis,Michael,Wooldridge,the Hon. Dr,,Male,1956-11-07,"Melbourne, VIC"
KBU,S0224,,Robert Wordsworth,Robert,Hurley,Robert,Wordsworth,,"CB, CBE",Male,1894-07-21,"Collarenebri, NSW",1984-11-23
8V5,,H0877,Trish Worth,Patricia,Mary,Trish,Worth,the Hon.,,Female,1946-04-21,"Riverton, SA"
E6C,S0512,,Dana Wortley,Dana,Johanna,Dana,Wortley,,,Female,1959,"Adelaide, SA"
ISW,S0290,,Kenneth Wriedt,Kenneth,Shaw,Kenneth,Wriedt,The Hon.,,Male,1927-07-11,"Melbourne, VIC",2010-10-18
2K4,,H0797,Keith Wright,Keith,Webb,Keith,Wright,,,Male,1942-01-09,"Toowoomba, QLD",2015-01-13
200287,S0546,,Penny Wright,Penelope,Lesley,Penny,Wright,,,Female,1961-01-19,"Red Cliffs, VIC"
KBW,S0225,,Reginald Wright,Reginald,Charles,Reginald,Wright,the Hon. (later Sir),,Male,1905-07-10,"Central Castra, TAS",1990-03-10
M3A,,H1093,Ken Wyatt,Kenneth,George,Ken,Wyatt,,AM,Male,1952-08-04,"Bunbury, WA"
L1R,,H0118,Agar Wynne,Agar,,Agar,Wynne,the Hon. ,,Male,1850-01-15,"London, England",1934-05-12
8IV,S0533,,Nick Xenophon,Nicholas,,Nick,Xenophon,,,Male,1959-01-29,"Adelaide, SA"
L1T,,H0164,Edwin Yates,George,Edwin,Edwin,Yates,,,Male,1871-05-14,?,1959-07-16
L1V,,H0693,William Yates,William,,William,Yates,,,Male,1921-09-15,"Appleby, England",2010-04-18
KBY,S0291,,Harold Young,Harold,William,Harold,Young,the Hon. (later Sir),KCMG,Male,1923-06-30,"Port Broughton, SA",2006-11-21
EV4,,H0657,Michael Young,Michael,Jerome,Michael,Young,the Hon.,AO,Male,1936-10-09,"Sydney, NSW",1996-04-08
84H,,H0972,Christian Zahra,Christian,John,Christian,Zahra,,,Male,1973-04-08,"Pieta, Malta"
FE4,S0376,,Alice Zakharov,Alice,Olive,Alice,Zakharov,,,Female,1929-03-19,"Kew, VIC",1995-03-06
ZK6,,H0935,Paul Zammit,Paul,John,Paul,Zammit,,,Male,1941-04-28,"Alexandria, Egypt"
HWB,,H1059,Tony Zappia,Antonio,,Tony,Zappia,,,Male,1952-06-13,"Calabria, Italy"
KC7,S0036,,William Zeal,Sir,William Austin,William,Zeal,Sir,,Male,1830-12-05,"Westbury, England",1912-03-11
